stdout            | warning | The default linear solver fails, the fallback solver with total pivoting is started at time 0.000000. That might raise performance issues, for more information use -lv LOG_LS.
stdout            | info    | Wheel1.Roller2.r[2] = 1.70711
stdout            | info    | Wheel1.Roller2.r[3] = 8.65956e-17
stdout            | info    | Wheel1.Roller3.Active = 1
stdout            | info    | Wheel1.Roller3.omega[1] = -0.1
stdout            | info    | Wheel1.Roller3.omega[2] = -1.83697e-17
stdout            | info    | Wheel1.Roller3.omega[3] = -0.2
stdout            | info    | Wheel1.Roller3.q[1] = -0.5
stdout            | info    | Wheel1.Roller3.q[2] = 0.5
stdout            | info    | Wheel1.Roller3.q[3] = -0.5
stdout            | info    | Wheel1.Roller3.q[4] = 0.5
stdout            | info    | Wheel1.Roller3.r[1] = 2
stdout            | info    | Wheel1.Roller3.r[2] = 1
stdout            | info    | Wheel1.Roller3.r[3] = -0.707107
stdout            | info    | Wheel1.Wheel.Active = 1
stdout            | info    | Wheel1.Wheel.omega[1] = 0
stdout            | info    | Wheel1.Wheel.omega[2] = 0.1
stdout            | info    | Wheel1.Wheel.omega[3] = -0.2
stdout            | info    | Wheel1.Wheel.q[1] = 0.707107
stdout            | info    | Wheel1.Wheel.q[2] = 0
stdout            | info    | Wheel1.Wheel.q[3] = 0.707107
stdout            | info    | Wheel1.Wheel.q[4] = 0
stdout            | info    | Wheel1.Wheel.r[1] = 2
stdout            | info    | Wheel1.Wheel.r[2] = 1
stdout            | info    | Wheel1.Wheel.r[3] = 0
stdout            | info    | Wheel2.Roller0.Active = 1
stdout            | info    | Wheel2.Roller0.omega[1] = 0
stdout            | info    | Wheel2.Roller0.omega[2] = 0.1
stdout            | info    | Wheel2.Roller0.omega[3] = -0.2
stdout            | info    | Wheel2.Roller0.q[1] = -0.258819
stdout            | info    | Wheel2.Roller0.q[2] = 0
stdout            | info    | Wheel2.Roller0.q[3] = 0.965926
stdout            | info    | Wheel2.Roller0.q[4] = 0
stdout            | info    | Wheel2.Roller0.r[1] = -1
stdout            | info    | Wheel2.Roller0.r[2] = 0.292893
stdout            | info    | Wheel2.Roller0.r[3] = -1.73205
stdout            | info    | Wheel2.Roller1.Active = 1
stdout            | info    | Wheel2.Roller1.omega[1] = 0.1
stdout            | info    | Wheel2.Roller1.omega[2] = 6.12323e-18
stdout            | info    | Wheel2.Roller1.omega[3] = -0.2
stdout            | info    | Wheel2.Roller1.q[1] = -0.183013
stdout            | info    | Wheel2.Roller1.q[2] = 0.683013
stdout            | info    | Wheel2.Roller1.q[3] = 0.683013
stdout            | info    | Wheel2.Roller1.q[4] = -0.183013
stdout            | info    | Wheel2.Roller1.r[1] = -1.61237
stdout            | info    | Wheel2.Roller1.r[2] = 1
stdout            | info    | Wheel2.Roller1.r[3] = -2.0856
stdout            | info    | Wheel2.Roller2.Active = 1
stdout            | info    | Wheel2.Roller2.omega[1] = 1.22465e-17
stdout            | info    | Wheel2.Roller2.omega[2] = -0.1
stdout            | info    | Wheel2.Roller2.omega[3] = -0.2
stdout            | info    | Wheel2.Roller2.q[1] = -1.58481e-17
stdout            | info    | Wheel2.Roller2.q[2] = 0.965926
stdout            | info    | Wheel2.Roller2.q[3] = 5.91459e-17
stdout            | info    | Wheel2.Roller2.q[4] = -0.258819
stdout            | info    | Wheel2.Roller2.r[1] = -1
stdout            | info    | Wheel2.Roller2.r[2] = 1.70711
stdout            | info    | Wheel2.Roller2.r[3] = -1.73205
stdout            | info    | Wheel2.Roller3.Active = 1
stdout            | info    | Wheel2.Roller3.omega[1] = -0.1
stdout            | info    | Wheel2.Roller3.omega[2] = -1.83697e-17
stdout            | info    | Wheel2.Roller3.omega[3] = -0.2
stdout            | info    | Wheel2.Roller3.q[1] = 0.183013
stdout            | info    | Wheel2.Roller3.q[2] = 0.683013
stdout            | info    | Wheel2.Roller3.q[3] = -0.683013
stdout            | info    | Wheel2.Roller3.q[4] = -0.183013
stdout            | info    | Wheel2.Roller3.r[1] = -0.387628
stdout            | info    | Wheel2.Roller3.r[2] = 1
stdout            | info    | Wheel2.Roller3.r[3] = -1.3785
stdout            | info    | Wheel2.Wheel.Active = 1
stdout            | info    | Wheel2.Wheel.omega[1] = 0
stdout            | info    | Wheel2.Wheel.omega[2] = 0.1
stdout            | info    | Wheel2.Wheel.omega[3] = -0.2
stdout            | info    | Wheel2.Wheel.q[1] = -0.258819
stdout            | info    | Wheel2.Wheel.q[2] = 0
stdout            | info    | Wheel2.Wheel.q[3] = 0.965926
stdout            | info    | Wheel2.Wheel.q[4] = 0
stdout            | info    | Wheel2.Wheel.r[1] = -1
stdout            | info    | Wheel2.Wheel.r[2] = 1
stdout            | info    | Wheel2.Wheel.r[3] = -1.73205
stdout            | info    | Wheel3.Contact3.relvn = 0
stdout            | info    | Wheel3.Roller0.Active = 1
stdout            | info    | Wheel3.Roller0.omega[1] = 0
stdout            | info    | Wheel3.Roller0.omega[2] = 0.1
stdout            | info    | Wheel3.Roller0.omega[3] = -0.2
stdout            | info    | Wheel3.Roller0.q[1] = -0.965926
stdout            | info    | Wheel3.Roller0.q[2] = 0
stdout            | info    | Wheel3.Roller0.q[3] = 0.258819
stdout            | info    | Wheel3.Roller0.q[4] = 0
stdout            | info    | Wheel3.Roller0.r[1] = -1
stdout            | info    | Wheel3.Roller0.r[2] = 0.292893
stdout            | info    | Wheel3.Roller0.r[3] = 1.73205
stdout            | info    | Wheel3.Roller1.Active = 1
stdout            | info    | Wheel3.Roller1.omega[1] = 0.1
stdout            | info    | Wheel3.Roller1.omega[2] = 6.12323e-18
stdout            | info    | Wheel3.Roller1.omega[3] = -0.2
stdout            | info    | Wheel3.Roller1.q[1] = -0.683013
stdout            | info    | Wheel3.Roller1.q[2] = 0.183013
stdout            | info    | Wheel3.Roller1.q[3] = 0.183013
stdout            | info    | Wheel3.Roller1.q[4] = -0.683013
stdout            | info    | Wheel3.Roller1.r[1] = -0.387628
stdout            | info    | Wheel3.Roller1.r[2] = 1
stdout            | info    | Wheel3.Roller1.r[3] = 1.3785
stdout            | info    | Wheel3.Roller2.Active = 1
stdout            | info    | Wheel3.Roller2.omega[1] = 1.22465e-17
stdout            | info    | Wheel3.Roller2.omega[2] = -0.1
stdout            | info    | Wheel3.Roller2.omega[3] = -0.2
stdout            | info    | Wheel3.Roller2.q[1] = -5.91459e-17
stdout            | info    | Wheel3.Roller2.q[2] = 0.258819
stdout            | info    | Wheel3.Roller2.q[3] = 1.58481e-17
stdout            | info    | Wheel3.Roller2.q[4] = -0.965926
stdout            | info    | Wheel3.Roller2.r[1] = -1
stdout            | info    | Wheel3.Roller2.r[2] = 1.70711
stdout            | info    | Wheel3.Roller2.r[3] = 1.73205
stdout            | info    | Wheel3.Roller3.Active = 1
stdout            | info    | Wheel3.Roller3.omega[1] = -0.1
stdout            | info    | Wheel3.Roller3.omega[2] = -1.83697e-17
stdout            | info    | Wheel3.Roller3.omega[3] = -0.2
stdout            | info    | Wheel3.Roller3.q[1] = 0.683013
stdout            | info    | Wheel3.Roller3.q[2] = 0.183013
stdout            | info    | Wheel3.Roller3.q[3] = -0.183013
stdout            | info    | Wheel3.Roller3.q[4] = -0.683013
stdout            | info    | Wheel3.Roller3.r[1] = -1.61237
stdout            | info    | Wheel3.Roller3.r[2] = 1
stdout            | info    | Wheel3.Roller3.r[3] = 2.0856
stdout            | info    | Wheel3.Wheel.Active = 1
stdout            | info    | Wheel3.Wheel.omega[1] = 0
stdout            | info    | Wheel3.Wheel.omega[2] = 0.1
stdout            | info    | Wheel3.Wheel.omega[3] = -0.2
stdout            | info    | Wheel3.Wheel.q[1] = -0.965926
stdout            | info    | Wheel3.Wheel.q[2] = 0
stdout            | info    | Wheel3.Wheel.q[3] = 0.258819
stdout            | info    | Wheel3.Wheel.q[4] = 0
stdout            | info    | Wheel3.Wheel.r[1] = -1
stdout            | info    | Wheel3.Wheel.r[2] = 1
stdout            | info    | Wheel3.Wheel.r[3] = 1.73205
stdout            | info    | Wheel3.Wheel.v[1] = 0.173205
stdout            | info    | Wheel3.Wheel.v[3] = 0.1
stdout            | info    | _angle = 0
stdout            | info    | der(Platform.Active) = 0
stdout            | info    | der(Platform.omega[1]) = 7.49952e-17
stdout            | info    | der(Platform.omega[2]) = 7.07214e-13
stdout            | info    | der(Platform.omega[3]) = -4.50332e-17
stdout            | info    | der(Platform.q[1]) = -0
stdout            | info    | der(Platform.q[2]) = 0
stdout            | info    | der(Platform.q[3]) = 0.05
stdout            | info    | der(Platform.q[4]) = 0
stdout            | info    | der(Platform.r[1]) = 0
stdout            | info    | der(Platform.r[2]) = -0.141421
stdout            | info    | der(Platform.r[3]) = 0
stdout            | info    | der(Wheel1.Roller0.Active) = 0
stdout            | info    | der(Wheel1.Roller0.omega[1]) = -1.08385e-11
stdout            | info    | der(Wheel1.Roller0.omega[2]) = 7.07214e-13
stdout            | info    | der(Wheel1.Roller0.omega[3]) = 8.25959e-13
stdout            | info    | der(Wheel1.Roller0.q[1]) = -0.0353553
stdout            | info    | der(Wheel1.Roller0.q[2]) = -0.0707107
stdout            | info    | der(Wheel1.Roller0.q[3]) = 0.0353553
stdout            | info    | der(Wheel1.Roller0.q[4]) = -0.0707107
stdout            | info    | der(Wheel1.Roller0.r[1]) = -3.14018e-17
stdout            | info    | der(Wheel1.Roller0.r[2]) = -0.141421
stdout            | info    | der(Wheel1.Roller0.r[3]) = -0.0585786
stdout            | info    | der(Wheel1.Roller1.Active) = 0
stdout            | info    | der(Wheel1.Roller1.omega[1]) = -1.47554e-18
stdout            | info    | der(Wheel1.Roller1.omega[2]) = 0.02
stdout            | info    | der(Wheel1.Roller1.omega[3]) = 8.24472e-13
stdout            | info    | der(Wheel1.Roller1.q[1]) = 0.025
stdout            | info    | der(Wheel1.Roller1.q[2]) = -0.025
stdout            | info    | der(Wheel1.Roller1.q[3]) = 0.075
stdout            | info    | der(Wheel1.Roller1.q[4]) = -0.075
stdout            | info    | der(Wheel1.Roller1.r[1]) = -0.0707107
stdout            | info    | der(Wheel1.Roller1.r[2]) = -0.282843
stdout            | info    | der(Wheel1.Roller1.r[3]) = -0.2
stdout            | info    | der(Wheel1.Roller2.Active) = 0
stdout            | info    | der(Wheel1.Roller2.omega[1]) = -1.7835e-17
stdout            | info    | der(Wheel1.Roller2.omega[2]) = -7.07212e-13
stdout            | info    | der(Wheel1.Roller2.omega[3]) = 8.25959e-13
stdout            | info    | der(Wheel1.Roller2.q[1]) = 0.0707107
stdout            | info    | der(Wheel1.Roller2.q[2]) = 0.0353553
stdout            | info    | der(Wheel1.Roller2.q[3]) = 0.0707107
stdout            | info    | der(Wheel1.Roller2.q[4]) = -0.0353553
stdout            | info    | der(Wheel1.Roller2.r[1]) = 2.27423e-17
stdout            | info    | der(Wheel1.Roller2.r[2]) = -0.141421
stdout            | info    | der(Wheel1.Roller2.r[3]) = -0.341421
stdout            | info    | der(Wheel1.Roller3.Active) = 0
stdout            | info    | der(Wheel1.Roller3.omega[1]) = -8.1061e-20
stdout            | info    | der(Wheel1.Roller3.omega[2]) = -0.02
stdout            | info    | der(Wheel1.Roller3.omega[3]) = 8.25948e-13
stdout            | info    | der(Wheel1.Roller3.q[1]) = 0.075
stdout            | info    | der(Wheel1.Roller3.q[2]) = 0.075
stdout            | info    | der(Wheel1.Roller3.q[3]) = 0.025
stdout            | info    | der(Wheel1.Roller3.q[4]) = 0.025
stdout            | info    | der(Wheel1.Roller3.r[1]) = 0.0707107
stdout            | info    | der(Wheel1.Roller3.r[2]) = 0
stdout            | info    | der(Wheel1.Roller3.r[3]) = -0.2
stdout            | info    | der(Wheel1.Wheel.Active) = 0
stdout            | info    | der(Wheel1.Wheel.omega[1]) = -0.02
stdout            | info    | der(Wheel1.Wheel.omega[2]) = 7.07214e-13
stdout            | info    | der(Wheel1.Wheel.omega[3]) = 8.26194e-13
stdout            | info    | der(Wheel1.Wheel.q[1]) = -0.0353553
stdout            | info    | der(Wheel1.Wheel.q[2]) = -0.0707107
stdout            | info    | der(Wheel1.Wheel.q[3]) = 0.0353553
stdout            | info    | der(Wheel1.Wheel.q[4]) = -0.0707107
stdout            | info    | der(Wheel1.Wheel.r[1]) = 0
stdout            | info    | der(Wheel1.Wheel.r[2]) = -0.141421
stdout            | info    | der(Wheel1.Wheel.r[3]) = -0.2
stdout            | info    | der(Wheel2.Roller0.Active) = 0
stdout            | info    | der(Wheel2.Roller0.omega[1]) = -1.92074e-12
stdout            | info    | der(Wheel2.Roller0.omega[2]) = 7.07215e-13
stdout            | info    | der(Wheel2.Roller0.omega[3]) = 3.27451e-12
stdout            | info    | der(Wheel2.Roller0.q[1]) = -0.0482963
stdout            | info    | der(Wheel2.Roller0.q[2]) = -0.0965926
stdout            | info    | der(Wheel2.Roller0.q[3]) = -0.012941
stdout            | info    | der(Wheel2.Roller0.q[4]) = 0.0258819
stdout            | info    | der(Wheel2.Roller0.r[1]) = -0.0507306
stdout            | info    | der(Wheel2.Roller0.r[2]) = -0.141421
stdout            | info    | der(Wheel2.Roller0.r[3]) = 0.0292893
stdout            | info    | der(Wheel2.Roller1.Active) = 0
stdout            | info    | der(Wheel2.Roller1.omega[1]) = -5.00326e-19
stdout            | info    | der(Wheel2.Roller1.omega[2]) = 0.02
stdout            | info    | der(Wheel2.Roller1.omega[3]) = 3.27465e-12
stdout            | info    | der(Wheel2.Roller1.q[1]) = -0.0524519
stdout            | info    | der(Wheel2.Roller1.q[2]) = -0.0774519
stdout            | info    | der(Wheel2.Roller1.q[3]) = 0.0591506
stdout            | info    | der(Wheel2.Roller1.q[4]) = -0.0158494
stdout            | info    | der(Wheel2.Roller1.r[1]) = -0.13785
stdout            | info    | der(Wheel2.Roller1.r[2]) = -0.282843
stdout            | info    | der(Wheel2.Roller1.r[3]) = 0.161237
stdout            | info    | der(Wheel2.Roller2.Active) = 0
stdout            | info    | der(Wheel2.Roller2.omega[1]) = -4.90093e-17
stdout            | info    | der(Wheel2.Roller2.omega[2]) = -7.07212e-13
stdout            | info    | der(Wheel2.Roller2.omega[3]) = 3.27452e-12
stdout            | info    | der(Wheel2.Roller2.q[1]) = -0.0258819
stdout            | info    | der(Wheel2.Roller2.q[2]) = -0.012941
stdout            | info    | der(Wheel2.Roller2.q[3]) = 0.0965926
stdout            | info    | der(Wheel2.Roller2.q[4]) = -0.0482963
stdout            | info    | der(Wheel2.Roller2.r[1]) = -0.29568
stdout            | info    | der(Wheel2.Roller2.r[2]) = -0.141421
stdout            | info    | der(Wheel2.Roller2.r[3]) = 0.170711
stdout            | info    | der(Wheel2.Roller3.Active) = 0
stdout            | info    | der(Wheel2.Roller3.omega[1]) = -9.10109e-20
stdout            | info    | der(Wheel2.Roller3.omega[2]) = -0.02
stdout            | info    | der(Wheel2.Roller3.omega[3]) = 3.27519e-12
stdout            | info    | der(Wheel2.Roller3.q[1]) = 0.0158494
stdout            | info    | der(Wheel2.Roller3.q[2]) = 0.0591506
stdout            | info    | der(Wheel2.Roller3.q[3]) = 0.0774519
stdout            | info    | der(Wheel2.Roller3.q[4]) = -0.0524519
stdout            | info    | der(Wheel2.Roller3.r[1]) = -0.20856
stdout            | info    | der(Wheel2.Roller3.r[2]) = 1.38778e-17
stdout            | info    | der(Wheel2.Roller3.r[3]) = 0.0387628
stdout            | info    | der(Wheel2.Wheel.Active) = 0
stdout            | info    | der(Wheel2.Wheel.omega[1]) = -0.02
stdout            | info    | der(Wheel2.Wheel.omega[2]) = 7.07214e-13
stdout            | info    | der(Wheel2.Wheel.omega[3]) = 3.27459e-12
stdout            | info    | der(Wheel2.Wheel.q[1]) = -0.0482963
stdout            | info    | der(Wheel2.Wheel.q[2]) = -0.0965926
stdout            | info    | der(Wheel2.Wheel.q[3]) = -0.012941
stdout            | info    | der(Wheel2.Wheel.q[4]) = 0.0258819
stdout            | info    | der(Wheel2.Wheel.r[1]) = -0.173205
stdout            | info    | der(Wheel2.Wheel.r[2]) = -0.141421
stdout            | info    | der(Wheel2.Wheel.r[3]) = 0.1
stdout            | info    | der(Wheel3.Contact3.relvn) = 0.052349
stdout            | info    | der(Wheel3.Roller0.Active) = 0
stdout            | info    | der(Wheel3.Roller0.omega[1]) = 1.46696e-12
stdout            | info    | der(Wheel3.Roller0.omega[2]) = 7.07214e-13
stdout            | info    | der(Wheel3.Roller0.omega[3]) = -4.12921e-13
stdout            | info    | der(Wheel3.Roller0.q[1]) = -0.012941
stdout            | info    | der(Wheel3.Roller0.q[2]) = -0.0258819
stdout            | info    | der(Wheel3.Roller0.q[3]) = -0.0482963
stdout            | info    | der(Wheel3.Roller0.q[4]) = 0.0965926
stdout            | info    | der(Wheel3.Roller0.r[1]) = 0.0507306
stdout            | info    | der(Wheel3.Roller0.r[2]) = -0.141421
stdout            | info    | der(Wheel3.Roller0.r[3]) = 0.0292893
stdout            | info    | der(Wheel3.Roller1.Active) = 0
stdout            | info    | der(Wheel3.Roller1.omega[1]) = -7.57041e-19
stdout            | info    | der(Wheel3.Roller1.omega[2]) = 0.02
stdout            | info    | der(Wheel3.Roller1.omega[3]) = -4.13032e-13
stdout            | info    | der(Wheel3.Roller1.q[1]) = -0.0774519
stdout            | info    | der(Wheel3.Roller1.q[2]) = -0.0524519
stdout            | info    | der(Wheel3.Roller1.q[3]) = -0.0158494
stdout            | info    | der(Wheel3.Roller1.q[4]) = 0.0591506
stdout            | info    | der(Wheel3.Roller1.r[1]) = 0.20856
stdout            | info    | der(Wheel3.Roller1.r[2]) = -0.282843
stdout            | info    | der(Wheel3.Roller1.r[3]) = 0.0387628
stdout            | info    | der(Wheel3.Roller2.Active) = 0
stdout            | info    | der(Wheel3.Roller2.omega[1]) = -3.67222e-16
stdout            | info    | der(Wheel3.Roller2.omega[2]) = -7.07212e-13
stdout            | info    | der(Wheel3.Roller2.omega[3]) = -4.12918e-13
stdout            | info    | der(Wheel3.Roller2.q[1]) = -0.0965926
stdout            | info    | der(Wheel3.Roller2.q[2]) = -0.0482963
stdout            | info    | der(Wheel3.Roller2.q[3]) = 0.0258819
stdout            | info    | der(Wheel3.Roller2.q[4]) = -0.012941
stdout            | info    | der(Wheel3.Roller2.r[1]) = 0.29568
stdout            | info    | der(Wheel3.Roller2.r[2]) = -0.141421
stdout            | info    | der(Wheel3.Roller2.r[3]) = 0.170711
stdout            | info    | der(Wheel3.Roller3.Active) = 0
stdout            | info    | der(Wheel3.Roller3.omega[1]) = 5.59061e-19
stdout            | info    | der(Wheel3.Roller3.omega[2]) = -0.02
stdout            | info    | der(Wheel3.Roller3.omega[3]) = -4.12682e-13
stdout            | info    | der(Wheel3.Roller3.q[1]) = -0.0591506
stdout            | info    | der(Wheel3.Roller3.q[2]) = -0.0158494
stdout            | info    | der(Wheel3.Roller3.q[3]) = 0.0524519
stdout            | info    | der(Wheel3.Roller3.q[4]) = -0.0774519
stdout            | info    | der(Wheel3.Roller3.r[1]) = 0.13785
stdout            | info    | der(Wheel3.Roller3.r[2]) = -3.84593e-17
stdout            | info    | der(Wheel3.Roller3.r[3]) = 0.161237
stdout            | info    | der(Wheel3.Wheel.Active) = 0
stdout            | info    | der(Wheel3.Wheel.omega[1]) = -0.02
stdout            | info    | der(Wheel3.Wheel.omega[2]) = 7.07214e-13
stdout            | info    | der(Wheel3.Wheel.omega[3]) = -4.12688e-13
stdout            | info    | der(Wheel3.Wheel.q[1]) = -0.012941
stdout            | info    | der(Wheel3.Wheel.q[2]) = -0.0258819
stdout            | info    | der(Wheel3.Wheel.q[3]) = -0.0482963
stdout            | info    | der(Wheel3.Wheel.q[4]) = 0.0965926
stdout            | info    | der(Wheel3.Wheel.r[1]) = 0.173205
stdout            | info    | der(Wheel3.Wheel.r[2]) = -0.141421
stdout            | info    | der(Wheel3.Wheel.r[3]) = 0.1
stdout            | info    | der(Wheel3.Wheel.v[1]) = 0.01
stdout            | info    | der(Wheel3.Wheel.v[3]) = -0.0173205
stdout            | info    | der(_angle) = 0.1
stdout            | info    | der(Joint1.InPortA.omega[1]) = 8.26189e-13
stdout            | info    | der(Joint1.InPortA.omega[2]) = 7.07214e-13
stdout            | info    | der(Joint1.InPortA.omega[3]) = 0.02
stdout            | info    | der(Joint1.InPortB.omega[1]) = 7.49952e-17
stdout            | info    | der(Joint1.InPortB.omega[2]) = 7.07214e-13
stdout            | info    | der(Joint1.InPortB.omega[3]) = -4.50332e-17
stdout            | info    | der(Joint1.vA[1]) = -0.02
stdout            | info    | der(Joint1.vA[2]) = -6.93889e-18
stdout            | info    | der(Joint1.vA[3]) = -1.64572e-12
stdout            | info    | der(Joint2.InPortA.omega[1]) = 0.0173205
stdout            | info    | der(Joint2.InPortA.omega[2]) = 7.07215e-13
stdout            | info    | der(Joint2.InPortA.omega[3]) = -0.01
stdout            | info    | der(Joint2.vA[1]) = 0.01
stdout            | info    | der(Joint2.vA[2]) = 2.58056e-16
stdout            | info    | der(Joint2.vA[3]) = 0.0173205
stdout            | info    | der(Joint3.InPortA.omega[1]) = -0.0173205
stdout            | info    | der(Joint3.InPortA.omega[2]) = 7.07215e-13
stdout            | info    | der(Joint3.InPortA.omega[3]) = -0.01
stdout            | info    | der(Joint3.vA[1]) = 0.01
stdout            | info    | der(Joint3.vA[2]) = -1.73472e-18
stdout            | info    | der(Joint3.vA[3]) = -0.0173205
stdout            | info    | der(Platform.T[1,1]) = 0
stdout            | info    | der(Platform.T[1,2]) = 0
stdout            | info    | der(Platform.T[1,3]) = 0.1
stdout            | info    | der(Platform.T[2,1]) = 0
stdout            | info    | der(Platform.T[2,2]) = 0
stdout            | info    | der(Platform.T[2,3]) = 0
stdout            | info    | der(Platform.T[3,1]) = -0.1
stdout            | info    | der(Platform.T[3,2]) = 0
stdout            | info    | der(Platform.T[3,3]) = 0
stdout            | info    | der(Platform.v[1]) = 5.55115e-13
stdout            | info    | der(Platform.v[2]) = 8.31276e-17
stdout            | info    | der(Platform.v[3]) = -2.31291e-13
stdout            | info    | der(Wheel1.Contact0.InPortB.omega[1]) = 8.25959e-13
stdout            | info    | der(Wheel1.Contact0.InPortB.omega[2]) = 7.07214e-13
stdout            | info    | der(Wheel1.Contact0.InPortB.omega[3]) = 1.08385e-11
stdout            | info    | der(Wheel1.Contact0.OBPB[1]) = 3.14018e-17
stdout            | info    | der(Wheel1.Contact0.OBPB[2]) = 0
stdout            | info    | der(Wheel1.Contact0.OBPB[3]) = -0.141421
stdout            | info    | der(Wheel1.Contact0.crs[1]) = 1.38778e-17
stdout            | info    | der(Wheel1.Contact0.crs[2]) = 0
stdout            | info    | der(Wheel1.Contact0.crs[3]) = -0.1
stdout            | info    | der(Wheel1.Contact0.lambda) = 0
stdout            | info    | der(Wheel1.Contact0.ni[1]) = -0.1
stdout            | info    | der(Wheel1.Contact0.ni[2]) = -0.2
stdout            | info    | der(Wheel1.Contact0.ni[3]) = -1.38778e-17
stdout            | info    | der(Wheel1.Contact0.nk[1]) = 2.22045e-17
stdout            | info    | der(Wheel1.Contact0.nk[2]) = 0
stdout            | info    | der(Wheel1.Contact0.nk[3]) = -0.1
stdout            | info    | der(Wheel1.Contact0.rB[1]) = -6.16298e-33
stdout            | info    | der(Wheel1.Contact0.rB[2]) = -0.141421
stdout            | info    | der(Wheel1.Contact0.rB[3]) = -0.2
stdout            | info    | der(Wheel1.Contact0.relv[1]) = -0.00585786
stdout            | info    | der(Wheel1.Contact0.relv[2]) = 0
stdout            | info    | der(Wheel1.Contact0.relv[3]) = -2.47184e-12
stdout            | info    | der(Wheel1.Contact0.relvn) = 0
stdout            | info    | der(Wheel1.Contact0.rho[1]) = 4.44089e-17
stdout            | info    | der(Wheel1.Contact0.rho[2]) = 0
stdout            | info    | der(Wheel1.Contact0.rho[3]) = -0.2
stdout            | info    | der(Wheel1.Contact1.InPortB.omega[1]) = 8.24471e-13
stdout            | info    | der(Wheel1.Contact1.InPortB.omega[2]) = 5.57778e-18
stdout            | info    | der(Wheel1.Contact1.InPortB.omega[3]) = 0.02
stdout            | info    | der(Wheel1.Contact1.OBPB[1]) = -0
stdout            | info    | der(Wheel1.Contact1.OBPB[2]) = -0
stdout            | info    | der(Wheel1.Contact1.OBPB[3]) = -0
stdout            | info    | der(Wheel1.Contact1.crs[1]) = 0.2
stdout            | info    | der(Wheel1.Contact1.crs[2]) = -0
stdout            | info    | der(Wheel1.Contact1.crs[3]) = 5.55112e-17
stdout            | info    | der(Wheel1.Contact1.lambda) = 0
stdout            | info    | der(Wheel1.Contact1.ni[1]) = 5.55112e-17
stdout            | info    | der(Wheel1.Contact1.ni[2]) = -4.16334e-17
stdout            | info    | der(Wheel1.Contact1.ni[3]) = -0.2
stdout            | info    | der(Wheel1.Contact1.nk[1]) = 0
stdout            | info    | der(Wheel1.Contact1.nk[2]) = 0
stdout            | info    | der(Wheel1.Contact1.nk[3]) = 0.25
stdout            | info    | der(Wheel1.Contact1.rB[1]) = -0.0707107
stdout            | info    | der(Wheel1.Contact1.rB[2]) = -0.282843
stdout            | info    | der(Wheel1.Contact1.rB[3]) = 0.0617449
stdout            | info    | der(Wheel1.Contact1.relv[1]) = 0.032349
stdout            | info    | der(Wheel1.Contact1.relv[2]) = 0.052349
stdout            | info    | der(Wheel1.Contact1.relv[3]) = 0.0353553
stdout            | info    | der(Wheel1.Contact1.relvn) = 0.052349
stdout            | info    | der(Wheel1.Contact1.rho[1]) = 0.1
